Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
14	96152753	96158980	q32.13	TCL1B	NM_004918	0.115050508868219	0.114977667103214	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96176303	96180533	q32.13	TCL1A	NM_021966	0.114775027325605	0.114725545927505	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96181819	96223116	q32.13	LOC107984703	NR_148060	0.114710502646664	0.114227421488901	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96342728	96391908	q32.2	TUNAR	NR_132399	0.112828232602484	0.112252938238758	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96505660	96560308	q32.2	C14orf132	NM_001252507	0.110922298050418	0.110283040498793	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96671134	96710666	q32.2	BDKRB2	NM_000623	0.108986627868571	0.108524193204342	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96722546	96731100	q32.2	BDKRB1	NM_000710	0.10838522417138	0.108285161788555	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96745538	96829738	q32.2	ATG2B	NM_018036	0.108116269962132	0.10713132109215	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96829788	96853627	q32.2	GSKIP	NM_001271906	0.107130736205648	0.10685187401905	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96858424	96955764	q32.2	AK7	NM_001350888	0.106795760008013	0.10565710296521	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96967984	96968663	q32.2	LOC730202	NR_122121	0.105514156704032	0.10550621394533	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	96968712	97033453	q32.2	PAPOLA	NM_001293627	0.105505640756557	0.104748318015565	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	97207527	97256950	q32.2	LINC02299	NR_146552	0.102712047355312	0.102133910443185	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	97263683	97347951	q32.2	VRK1	NM_003384	0.102055149626776	0.101069405311151	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	97409915	97411731	q32.2	LINC00618	NR_104113	0.1003445671665	0.100323324088734	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	97621193	97625073	q32.2	LINC02304	NR_146554	0.0978730941575675	0.097827706964984	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	97925152	98047720	q32.2	LINC02325	NR_110166	0.0943174638301215	0.0928836964536845	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	98098983	98152995	q32.2	LINC02291	NR_033943	0.09228403571827	0.0916522179229555	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	98215600	98229168	q32.2	LINC02312	NR_146447	0.0909198815333445	0.0907611667320628	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	98391946	98444461	q32.2	LINC01550	NR_015430	0.0888570336304241	0.0882427273369903	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	99177949	99184103	q32.2	C14orf177	NM_001346978	0.0796625827200593	0.0795905948893483	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	99635624	99738050	q32.2	BCL11B	NM_001282238	0.0743088241206632	0.0731106724228389	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	99864082	99947226	q32.2	SETD3	NM_032233	0.0716363841095181	0.0706637880424658	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
14	99947738	99977852	q32.2	CCNK	NM_001099402	0.0706577988046815	0.0703055333620373	0.334373166959953	1.56339061154882e-07	6.80593250039015	76	96153399	99957099	0.0705482963537087	0.115042952134608	QMH	14	del	tel	n	1	0.95	41	37	9.43744921895318e-06	5.02514537220914	1.680273772539722	n
3	158787040	158984096	q25.32	IQCJ	NM_001197100	0.373315425097222	0.371417078340723	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	158787040	159615155	q25.33	IQCJ-SCHIP1	NM_001197113	0.373315425097222	0.365337746547684	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	158991035	159615155	q25.33	SCHIP1	NM_001197108	0.371350231210246	0.365337746547684	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159000434	159000523	q25.33	MIR3919	NR_037483	0.371259685572639	0.371258828187625	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159483170	159486401	q25.33	IQCJ-SCHIP1-AS1	NR_121669	0.366609229256439	0.366578103290367	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159631189	159924879	q25.33	IL12A-AS1	NR_108088	0.365183282375602	0.362354008164637	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159706622	159713806	q25.33	IL12A	NM_001354583	0.364456595591729	0.364387388244078	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159738435	159749210	q25.33	LINC01100	NR_104132	0.364150123800134	0.364046322412197	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159943422	159946000	q25.33	C3orf80	NM_001168214	0.362175373441991	0.362150538177202	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159974773	160117320	q25.33	IFT80	NM_020800	0.361873352345637	0.360500120192855	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	159974773	160203535	q25.33	TRIM59-IFT80	NR_148403	0.361873352345637	0.359669564586269	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	160117091	160152749	q25.33	SMC4	NM_001288753	0.360502326273397	0.360158813522488	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	160122375	160122473	q25.33	MIR15B	NR_029663	0.360451422650765	0.360450478563896	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
3	160122532	160122613	q25.33	MIR16-2	NR_029525	0.360449910185066	0.360449129868368	0.511173558142651	3.86031036854339e-12	11.4133777766943	53	158710699	179628999	0.17253359015322	0.374050859134947	QMH	3q	del	tel	n	1	0.95	15	41	5.12663068125737e-10	9.29016796769109	4.748888215787535	n
