Sample	percent	start	end	amp_del
TCGA-04-1331-01	0.521245040688368	0.4308343286865	0.952079343500818	amp
TCGA-04-1332-01	0.99999055597151	9.46990254102609e-06	1	amp
TCGA-04-1336-01	0.0598162254153503	0.647223775168368	0.707039974709668	amp
TCGA-04-1338-01	1	2.5874050679775e-08	1	amp
TCGA-04-1343-01	1	2.5874050679775e-08	1	amp
TCGA-04-1346-01	1	2.5874050679775e-08	1	amp
TCGA-04-1347-01	1	2.5874050679775e-08	1	amp
TCGA-04-1348-01	0.0193736094153186	0.139053823743535	0.158427407284803	amp
TCGA-04-1349-01	1	2.5874050679775e-08	1	amp
TCGA-04-1350-01	0.812827039914682	2.5874050679775e-08	0.812827039914682	amp
TCGA-04-1356-01	1	2.5874050679775e-08	1	amp
TCGA-04-1360-01	0.0691534975726647	2.5874050679775e-08	0.0691534975726648	amp
TCGA-04-1361-01	0.330734069327604	0.183125094230058	0.513859137683612	amp
TCGA-04-1362-01	0.000179022556505757	0.0812288393928075	0.0814078360752626	amp
TCGA-04-1367-01	1	2.5874050679775e-08	1	amp
TCGA-04-1371-01	0.0669861318452097	9.46990254102609e-06	0.0669955758737001	amp
TCGA-04-1516-01	0.297211830412882	2.5874050679775e-08	0.297211830412882	amp
TCGA-04-1517-01	1	2.5874050679775e-08	1	amp
TCGA-04-1519-01	1	2.5874050679775e-08	1	amp
TCGA-04-1525-01	0.00255796039619485	0.113242258917433	0.115800193439577	amp
TCGA-04-1536-01	0.185057290711079	2.5874050679775e-08	0.185057290711079	amp
TCGA-04-1542-01	1	2.5874050679775e-08	1	amp
TCGA-04-1638-01	1	2.5874050679775e-08	1	amp
TCGA-04-1644-01	0.00134974572664826	0.998650280147402	1	amp
TCGA-04-1646-01	0.998680940897433	2.5874050679775e-08	0.998680940897433	amp
TCGA-04-1649-01	1	2.5874050679775e-08	1	amp
TCGA-04-1651-01	1	2.5874050679775e-08	1	amp
TCGA-04-1652-01	0.19488249571571	2.5874050679775e-08	0.19488249571571	amp
TCGA-04-1654-01	0.608246173790668	0.391753852083382	1	amp
TCGA-04-1655-01	1	2.5874050679775e-08	1	amp
TCGA-09-0365-01	1	2.5874050679775e-08	1	amp
TCGA-09-0367-01	0.698064007795748	0.291625959238383	0.98968994116008	amp
TCGA-09-1661-01	1	2.5874050679775e-08	1	amp
TCGA-09-1665-01	0.60652824032315	0.3934717855509	1	amp
TCGA-09-1666-01	0.000336750769319617	0.242129702424355	0.242466427319624	amp
TCGA-09-1667-01	1	2.5874050679775e-08	1	amp
TCGA-09-1668-01	1	2.5874050679775e-08	1	amp
TCGA-09-1669-01	0.692526236481423	0.307473789392628	1	amp
TCGA-09-1670-01	1	2.5874050679775e-08	1	amp
TCGA-09-1672-01	1	2.5874050679775e-08	1	amp
TCGA-09-1673-01	1	2.5874050679775e-08	1	amp
TCGA-09-1674-01	1	2.5874050679775e-08	1	amp
TCGA-09-1675-01	0.305150040902993	0.694849984971058	1	amp
TCGA-09-2043-01	0.195855696383126	2.5874050679775e-08	0.195855696383126	amp
TCGA-09-2044-01	0.617234223886246	0.382765801987805	1	amp
TCGA-09-2049-01	0.960709658971991	0.0392903669020593	1	amp
TCGA-09-2050-01	1	2.5874050679775e-08	1	amp
TCGA-09-2051-01	0.968811807447074	2.5874050679775e-08	0.968811807447074	amp
TCGA-10-0927-01	0.217057824958477	0.693514133609613	0.910571932694039	amp
TCGA-10-0928-01	0.778694251026572	0.0276768251380685	0.80637105029059	amp
TCGA-10-0930-01	0.00520443591969223	0.242085095561019	0.247289505606661	amp
TCGA-10-0933-01	1	2.5874050679775e-08	1	amp
TCGA-10-0935-01	1	2.5874050679775e-08	1	amp
TCGA-13-0717-01	0.00869386213959097	0.0517124986231771	0.0604063348887174	amp
TCGA-13-0723-01	1.50069493818961e-06	0.4809405144967	0.480941989317588	amp
TCGA-13-0724-01	0.0081238568035855	0.0812288393928075	0.0893526703223423	amp
TCGA-13-0726-01	0.371625418988205	0.628374606885846	1	amp
TCGA-13-0727-01	1	2.5874050679775e-08	1	amp
TCGA-13-0730-01	1	2.5874050679775e-08	1	amp
TCGA-13-0751-01	0.999667880685748	2.5874050679775e-08	0.999667880685748	amp
TCGA-13-0755-01	0.0596831292987633	0.655185738036984	0.714868841461697	amp
TCGA-13-0757-01	1	2.5874050679775e-08	1	amp
TCGA-13-0758-01	1	2.5874050679775e-08	1	amp
TCGA-13-0760-01	0.905711725144307	0.0942883007297439	1	amp
TCGA-13-0764-01	1	2.5874050679775e-08	1	amp
TCGA-13-0766-01	0.0687388659108632	0.802524329305149	0.871263169341962	amp
TCGA-13-0768-01	0.85576753676528	0.144232489108771	1	amp
TCGA-13-0791-01	0.173466259371161	2.5874050679775e-08	0.173466259371161	amp
TCGA-13-0791-02	0.21137932468262	0.0179333045113659	0.229312603319936	amp
TCGA-13-0792-01	0.309333435035602	0.690666590838449	1	amp
TCGA-13-0793-01	1	2.5874050679775e-08	1	amp
TCGA-13-0794-01	0.0201042408578117	0.85203600705337	0.872140222037131	amp
TCGA-13-0797-01	0.00302871287387453	0.578610527773452	0.581639214773276	amp
TCGA-13-0799-01	4.02341487738766e-05	0.831123641971343	0.831163850246066	amp
TCGA-13-0801-01	1	2.5874050679775e-08	1	amp
TCGA-13-0802-01	1	2.5874050679775e-08	1	amp
TCGA-13-0804-01	0.183825867018091	0.092397890840537	0.276223731984578	amp
TCGA-13-0807-01	1	2.5874050679775e-08	1	amp
TCGA-13-0884-01	1	2.5874050679775e-08	1	amp
TCGA-13-0885-01	0.952609476924758	0.0473905489492923	1	amp
TCGA-13-0887-01	0.26330370590664	0.108776113159229	0.372079793191818	amp
TCGA-13-0888-01	1	2.5874050679775e-08	1	amp
TCGA-13-0889-01	0.0157672842345451	0.830294715010398	0.846061973370893	amp
TCGA-13-0890-01	0.771619690473389	0.0138337164288397	0.785453381028178	amp
TCGA-13-0891-01	0.985774395199888	0.0142256306741632	1	amp
TCGA-13-0893-01	1	2.5874050679775e-08	1	amp
TCGA-13-0899-01	0.0509924237933526	0.138971078529529	0.189963476448831	amp
TCGA-13-0900-01	0.0771227569235661	2.5874050679775e-08	0.0771227569235661	amp
TCGA-13-0901-01	0.130446510303396	2.5874050679775e-08	0.130446510303396	amp
TCGA-13-0904-01	0.466385067298794	0.533614958575257	1	amp
TCGA-13-0911-01	1	2.5874050679775e-08	1	amp
TCGA-13-0913-01	1	2.5874050679775e-08	1	amp
TCGA-13-0916-01	0.147913900784556	0.322577041991074	0.470490916901579	amp
TCGA-13-0919-01	1	2.5874050679775e-08	1	amp
TCGA-13-0920-01	0.145552764291719	2.5874050679775e-08	0.145552764291719	amp
TCGA-13-1405-01	1	2.5874050679775e-08	1	amp
TCGA-13-1407-01	1	2.5874050679775e-08	1	amp
TCGA-13-1408-01	0.00855098563185505	0.111445668335914	0.119996628093718	amp
TCGA-13-1409-01	1	2.5874050679775e-08	1	amp
TCGA-13-1410-01	0.196056504890286	0.803943520983765	1	amp
TCGA-13-1411-01	0.970349088292895	2.5874050679775e-08	0.970349088292895	amp
TCGA-13-1412-01	0.7196198346436	0.000876224725548158	0.720496033495097	amp
TCGA-13-1477-01	1	2.5874050679775e-08	1	amp
TCGA-13-1484-01	0.0491890024624593	2.5874050679775e-08	0.0491890024624593	amp
TCGA-13-1487-01	0.048379455165458	0.634207937480842	0.682587366772249	amp
TCGA-13-1488-01	0.620800211422043	0.379199814452008	1	amp
TCGA-13-1489-01	0.139345450168506	2.5874050679775e-08	0.139345450168506	amp
TCGA-13-1489-02	0.139345450168506	2.5874050679775e-08	0.139345450168506	amp
TCGA-13-1491-01	1	2.5874050679775e-08	1	amp
TCGA-13-1492-01	0.941306372020567	2.5874050679775e-08	0.941306372020567	amp
TCGA-13-1494-01	0.774434373200217	0.220968196108538	0.995402543434704	amp
TCGA-13-1495-01	0.0210705331537019	0.165265763629525	0.186336270909176	amp
TCGA-13-1496-01	1	2.5874050679775e-08	1	amp
TCGA-13-1497-01	0.991281661008486	2.5874050679775e-08	0.991281661008486	amp
TCGA-13-1498-01	0.0332132768758098	0.960795327953721	0.994008578955481	amp
TCGA-13-1499-01	0.881259531191699	0.00198611800259263	0.88324562332024	amp
TCGA-13-1500-01	0.000775678164689419	0.0305737097238382	0.031349362014477	amp
TCGA-13-1501-01	0.043878664053422	0.227541084693504	0.271419722872876	amp
TCGA-13-1504-01	0.0446047675370499	0.480316044284059	0.524920785947058	amp
TCGA-13-1505-01	0.0261165163871618	0.00808499397949647	0.0342014844926076	amp
TCGA-13-1506-01	0.00621072949790033	0.70442961936089	0.710640322984739	amp
TCGA-13-1507-01	0.265105393676139	2.5874050679775e-08	0.265105393676139	amp
TCGA-13-1509-01	1	2.5874050679775e-08	1	amp
TCGA-13-1510-01	0.0500499356240683	0.0920297807218192	0.142079690471837	amp
TCGA-13-1511-01	0.266686091178964	0.100840852310893	0.367526917615807	amp
TCGA-13-1512-01	0.518072959699795	0.481927066174256	1	amp
TCGA-13-1817-01	0.206645822358963	2.5874050679775e-08	0.206645822358963	amp
TCGA-13-1817-02	0.206645822358963	2.5874050679775e-08	0.206645822358963	amp
TCGA-13-1819-01	0.867638266592815	0.132361759281235	1	amp
TCGA-13-1819-02	0.111028423394996	0.132361759281235	0.243390156802181	amp
TCGA-13-2059-01	1	2.5874050679775e-08	1	amp
TCGA-13-2060-01	1	2.5874050679775e-08	1	amp
TCGA-13-2061-01	0.998694084915167	0.00130594095888348	1	amp
TCGA-13-2071-01	0.00315187335500872	0.502156925548014	0.505308773028972	amp
TCGA-13-A5FT-01	0.797427270695689	0.14486787817079	0.942295122992429	amp
TCGA-13-A5FU-01	0.006466572110811	0.706132520004975	0.712599066241735	amp
TCGA-20-0987-01	0.890947681349992	0.109052344524059	1	amp
TCGA-20-0990-01	0.00121434681955264	0.0024765865068741	0.00369090745237599	amp
TCGA-20-1682-01	0.831163850246066	2.5874050679775e-08	0.831163850246066	amp
TCGA-20-1683-01	1	2.5874050679775e-08	1	amp
TCGA-20-1684-01	0.0954083883827479	0.286990364322416	0.382398726831114	amp
TCGA-20-1685-01	1	2.5874050679775e-08	1	amp
TCGA-20-1686-01	1	2.5874050679775e-08	1	amp
TCGA-20-1687-01	0.169604997169249	2.5874050679775e-08	0.169604997169249	amp
TCGA-23-1021-01	1	2.5874050679775e-08	1	amp
TCGA-23-1022-01	1	2.5874050679775e-08	1	amp
TCGA-23-1024-01	0.998224108659007	0.00177591721504344	1	amp
TCGA-23-1028-01	1	2.5874050679775e-08	1	amp
TCGA-23-1029-01	0.0131240170933293	0.695657410595905	0.708781401815184	amp
TCGA-23-1030-01	0.0128970757950041	0.697760531055575	0.710657580976529	amp
TCGA-23-1031-01	1	2.5874050679775e-08	1	amp
TCGA-23-1032-01	0.926328272205156	2.5874050679775e-08	0.926328272205156	amp
TCGA-23-1110-01	1	2.5874050679775e-08	1	amp
TCGA-23-1113-01	1	2.5874050679775e-08	1	amp
TCGA-23-1114-01	0.59417674476033	0.154738336890023	0.748915055776303	amp
TCGA-23-1116-01	0.819269471536229	0.0966632022175303	0.915932647879708	amp
TCGA-23-1117-01	0.0104630521014632	0.013256311114346	0.0237193373417585	amp
TCGA-23-1118-01	0.636060364263682	0.363939661610368	1	amp
TCGA-23-1119-01	0.00386364261457178	2.5874050679775e-08	0.00386364261457184	amp
TCGA-23-1121-01	0.97588763582874	0.0241123900453108	1	amp
TCGA-23-1122-01	0.684450919396873	0.315549106477178	1	amp
TCGA-23-1123-01	0.998345225090139	0.00165480078391134	1	amp
TCGA-23-1124-01	1	2.5874050679775e-08	1	amp
TCGA-23-1809-01	0.0157913212276068	0.838144694987764	0.85393599034132	amp
TCGA-23-2072-01	0.0249169953986365	0.229491910490999	0.254408880015584	amp
TCGA-23-2077-01	0.00130125775571434	2.5874050679775e-08	0.00130125775571432	amp
TCGA-23-2641-01	0.868129563066718	2.5874050679775e-08	0.868129563066718	amp
TCGA-23-2643-01	0.496261083246627	2.5874050679775e-08	0.496261083246627	amp
TCGA-23-2645-01	0.31370894399435	2.5874050679775e-08	0.31370894399435	amp
TCGA-24-0970-01	0.301846519737075	0.698153506136975	1	amp
TCGA-24-0975-01	0.367460550675868	0.535303757861733	0.90276428266355	amp
TCGA-24-0979-01	0.0480117072834495	2.5874050679775e-08	0.0480117072834495	amp
TCGA-24-0982-01	1	2.5874050679775e-08	1	amp
TCGA-24-1103-01	0.000583640960702466	0.265045805737472	0.265629420824124	amp
TCGA-24-1105-01	1	2.5874050679775e-08	1	amp
TCGA-24-1413-01	1	2.5874050679775e-08	1	amp
TCGA-24-1417-01	0.687109245235572	0.312890780638479	1	amp
TCGA-24-1418-01	1	2.5874050679775e-08	1	amp
TCGA-24-1422-01	0.208768762341437	0.735319147747065	0.944087884214451	amp
TCGA-24-1423-01	0.232996317786229	2.5874050679775e-08	0.232996317786229	amp
TCGA-24-1424-01	1	2.5874050679775e-08	1	amp
TCGA-24-1425-01	0.114695992453678	0.193176930044407	0.307872896624034	amp
TCGA-24-1426-01	0.0139252846941199	0.695606723330665	0.709531982150734	amp
TCGA-24-1427-01	1	2.5874050679775e-08	1	amp
TCGA-24-1430-01	0.00089469879771825	0.372990818515502	0.373885491439169	amp
TCGA-24-1431-01	0.00623952731628318	0.370387889019262	0.376627390461495	amp
TCGA-24-1434-01	1	2.5874050679775e-08	1	amp
TCGA-24-1435-01	0.064603908001087	0.00309971126888131	0.0677035933959177	amp
TCGA-24-1436-01	1	2.5874050679775e-08	1	amp
TCGA-24-1466-01	0.595213983703126	0.404786042170925	1	amp
TCGA-24-1469-01	0.998223073696981	0.00177695217706975	1	amp
TCGA-24-1470-01	0.0124176813844045	0.13767082986179	0.150088485372144	amp
TCGA-24-1474-01	0.0678070119763994	0.148852611342444	0.216659597444793	amp
TCGA-24-1544-01	1	2.5874050679775e-08	1	amp
TCGA-24-1548-01	1	2.5874050679775e-08	1	amp
TCGA-24-1550-01	0.0246181759875821	0.528720649026757	0.553338799140288	amp
TCGA-24-1551-01	0.101031595812347	0.0757554685905714	0.176787038528868	amp
TCGA-24-1552-01	3.33516512987312e-05	0.637505481741058	0.637538807518306	amp
TCGA-24-1553-01	0.00204552482290441	0.151661575904076	0.15370707485293	amp
TCGA-24-1556-01	1	2.5874050679775e-08	1	amp
TCGA-24-1557-01	0.651172724527961	0.34882730134609	1	amp
TCGA-24-1558-01	0.218715575384163	2.5874050679775e-08	0.218715575384163	amp
TCGA-24-1563-01	0.523322752830291	0.274718120976763	0.798040847933004	amp
TCGA-24-1564-01	0.993416451306162	0.00198611800259263	0.995402543434704	amp
TCGA-24-1565-01	0.99999055597151	9.46990254102609e-06	1	amp
TCGA-24-1567-01	0.865289653140498	2.5874050679775e-08	0.865289653140498	amp
TCGA-24-1604-01	0.962542214483926	0.0374578113901245	1	amp
TCGA-24-1614-01	1	2.5874050679775e-08	1	amp
