Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
15	65903742	65953256	q22.31	SLC24A1	NM_001301033	0.460129397148007	0.459496198448365	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	65951460	66084631	q22.31	DENND4A	NM_001144823	0.459519166192126	0.457816138684148	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	65989170	65989274	q22.31	SNORD13E	NR_145750	0.459036920302812	0.459035590322104	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66011583	66011670	q22.31	MIR4511	NR_039736	0.458750296672019	0.458749184092004	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66161796	66184329	q22.31	RAB11A	NM_004663	0.456829331363837	0.456541173139919	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66187633	66546075	q22.31	MEGF11	NM_032445	0.456498920675897	0.451915065437033	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66332570	66332670	q22.31	MIR4311	NR_036196	0.45464542631208	0.454644147484476	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66585594	66626236	q22.31	DIS3L	NM_001323936	0.45140968555637	0.450889944441718	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66629007	66649054	q22.31	TIPIN	NM_017858	0.450854508128823	0.450598141559131	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66639543	66639680	q22.31	SCARNA14	NR_004388	0.450719770852509	0.450718018858692	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66679210	66783882	q22.31	MAP2K1	NM_002755	0.450212498306992	0.448873923877761	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66782085	66790153	q22.31	SNAPC5	NM_006049	0.448896904409798	0.44879372859874	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66789295	66789372	q22.31	MIR4512	NR_039737	0.448804700939579	0.448803716242324	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66791652	66797193	q22.31	RPL4	NM_000968	0.448774558972962	0.448703699135447	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66793589	66793656	q22.31	SNORD18C	NR_002443	0.448749788082281	0.448748931267786	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
15	66794359	66794429	q22.31	SNORD18B	NR_002442	0.448739941109733	0.448739045930411	0.355598399858391	0.0004815584433471	3.31735099808685	33	65950527	101330959	0.0070763669679188	0.459531097653667	hnsc	15	amp	tel	n	1	0.95	33	25	0.0189684131223877	1.7219690002139936	0.6123294210818494	n
