Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
22	24235896	24241117	q11.23	MIF-AS1	NR_038911	0.786506118406374	0.786342487027097	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24299600	24303368	q11.23	GSTT2B	NM_001080843	0.784509571119366	0.784391478218175	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24309025	24314748	q11.23	DDTL	NM_001084393	0.784214182161372	0.784034817598337	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24313553	24322019	q11.23	DDT	NM_001355	0.78407227009752	0.783806937161883	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24322218	24326106	q11.23	GSTT2	NM_001302670	0.783800700302187	0.783678846480576	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24340594	24401807	q11.23	GSTT4	NR_003081	0.783224778021858	0.78130630117457	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24373100	24374043	q11.23	LOC391322	NM_001144931	0.782206007362064	0.782176452795763	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24375962	24376214	q11.23	GSTT1-AS1	NR_132348	0.782116309410045	0.782108411477163	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24376132	24384311	q11.23	GSTT1	NM_001293812	0.78211098143945	0.781854643371818	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24385937	24401899	q11.23	GSTTP2	NR_003082	0.781803682900126	0.781303417802248	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24407764	24574596	q11.23	CABIN1	NM_001201429	0.781119602816716	0.775890920520688	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24577443	24585074	q11.23	SUSD2	NM_019601	0.775801692683722	0.775562529486008	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24615621	24641110	q11.23	GGT5	NM_001099782	0.774605155852072	0.773806305013843	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24647588	24661492	q11.23	POM121L9P	NR_003714	0.773603277993165	0.773167512680492	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24666784	24813708	q11.23	SPECC1L	NM_001254732	0.773001656089966	0.76839691049163	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24666784	24838328	q11.23	SPECC1L-ADORA2A	NR_103546	0.773001656089966	0.767625294985443	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
22	24819564	24838328	q11.23	ADORA2A	NM_001278500	0.76821337757513	0.767625294985443	0.261272082123696	0.0002487652213042	3.60421033640649	66	24239064	36716313	0.395357325519227	0.786406830107284	blca	22	del	tel	n	1	0.95	36	55	0.0135301448414668	1.868697554214418	0.4882385008490593	n
