Chr	Start	End	Cytoband	Gene	RefSeqName	Start.1	End.1	ks_stat	ks_p	log10_ks_p	n_events	Peak.Start	Peak.End	Peak.Start.1	Peak.End.1	type	arm	direction	telcent	negpos	iter	conf	n_right	n_left	ksby	log10_ksby	combined_sig	code
2	9346893	9545812	p25.1	ASAP2	NM_001135191	0.0999776505639273	0.102221607496162	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9545809	9563698	p25.1	ITGB1BP1	NR_134954	0.102221573653891	0.102423375118612	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9563665	9613239	p25.1	CPSF3	NM_001321834	0.102423002853625	0.102982235108758	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9614657	9628753	p25.1	IAH1	NM_001039613	0.102998231222401	0.103157244775238	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9628614	9695949	p25.1	ADAM17	NM_003183	0.103155676749994	0.103915266532931	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9724095	9771184	p25.1	YWHAQ	NM_006826	0.104232774723776	0.104763974297381	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	9983570	10074546	p25.1	TAF1B	NM_001318977	0.107159849186204	0.108186127349009	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	10091791	10142412	p25.1	GRHL1	NM_198182	0.108380664006123	0.108951707213995	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	10181679	10183528	p25.1	LOC101929882	NR_135558	0.109394668705145	0.109415526825122	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
2	10183681	10194963	p25.1	KLF11	NM_003597	0.109417252780966	0.109544522283173	0.526120735638563	6.53063480092269e-07	6.18504460170527	27	9283317	26429736	0.0992604651471306	0.292685053939843	gbmlgg	2p	del	tel	n	1	0.95	11	19	6.39352967990738e-05	4.194259314409897	2.2066867959562297	n
